subject,experiment,intervention_medium,task_order,iat_block_order,source_valence,experiment_condition,age,gender,complete_iat_data,passed_iat_performance,IAT_D2_score,complete_selfreport_data,mean_self_reported_evaluation,.groups,memory_of_video_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,issues_with_study
3d5690fe-147e-4332-bd14-9b65734f2283,1,video,self-report ratings first,training-consistent block first,negative,genuine,32,male,complete,TRUE,0.2725030346759628,complete,-2,drop,"Hes just started making youtube videos. He has a sister Sally? and a brother Ted. He drove drunk from the bar the other night and ran over a dog. He cheated on his final exam at college, and thought it was worth it. Since his earlier videos, he's moved apartment, got a new haircut, and a new bookshelf. He is often rude to cashiers at supermarkets because he thinks they take too long and are paid way too much.",Slightly_Diagnostic,No Demand,I don't know,to see how the video influenced associations between words and the images of chris,"Yes, a little. I found it hard to believe a person could genuinely be so casually horrible, however it is much more believable to think he said those things to get a shock reaction - though that he thought saying those things was funny or shocking itself makes me dislike Chris.",no issues
43403a31-3dab-4267-8e6d-675fc2bc22cf,1,video,IAT first,training-consistent block first,negative,genuine,34,male,complete,TRUE,-0.14688508147618703,complete,-0.33,drop,"Two siblings ted and susan, new apartment. Dislikes cashiers",Moderately_Diagnostic,No Demand,No Reactance,How i feel about Chris,yes,no issues
4583de84-e646-450c-bfc5-5a2c3759061d,1,video,self-report ratings first,training-consistent block first,positive,genuine,19,male,complete,TRUE,0.26058429600842153,complete,2,drop,"The things Chris said from the video is that he answered a couple of questions, five to be exact.",Slightly_Diagnostic,No Demand,No Reactance,They were trying to achieve memory skills on a person.,The video made me subsequently like Chris.,No issues.
47332145-b2ad-459e-90ed-33fa074b19f8,1,video,IAT first,training-inconsistent block first,positive,genuine,24,male,complete,TRUE,0.5811467548742295,complete,3,drop,"He has two siblings, Ted and Susan, that live a bus ride away from him. He volunteers during his free time and believes in chivalry. He spends his weekends at his Grandma's to help out since she is old.",Moderately_Diagnostic,No Demand,No Reactance,Linking positivity with face and seeing reaction time?,"I liked Chris because of his positivity and how genuine he seemed in the video. However, because this is a research study, I did kinda feel as if Chris was part of the study and was manufactured to look positive for the participants. As such, there was a slight concern about his true nature but I tried to be as objective as possible and viewed him in a vacuum, thus, believing him to be a true good person.",n/a
479c4060-2a68-435e-8a67-d92e072627c1,1,video,IAT first,training-inconsistent block first,positive,genuine,19,male,complete,TRUE,0.031041648564883728,complete,3,drop,He believes in chivalry. He spends his weekends with his grandma.,Strongly_Diagnostic,No Demand,I don't know,I think they are trying to see how people's perception of others may alter when they put negative words to their name.,It greatly altered how much I liked Chris. In the video Chris talks about spending time with his old grandma. This really touched me and would make me have a greatly more positive outlook on Chris.,no issues
4b301a15-3c9e-4808-81ed-10b863b4e775,1,video,IAT first,training-consistent block first,positive,genuine,21,male,complete,TRUE,0.42316958654482717,complete,3,drop,He has two siblings. He lives a short bus ride away from them. He moved apartments and bought a bookcase. Something about his grandma,Slightly_Diagnostic,No Demand,No Reactance,I have no idea,He seemed to like his family I guess that influenced me to think he is a decent person,"everything was good
"
4beb6c1b-7418-4ecd-b0fb-535888151d65,1,video,IAT first,training-consistent block first,negative,genuine,36,male,complete,TRUE,0.446001751898756,complete,-3,drop,"Chris has 2 siblings, a brother, Ted, and a sister, Susan, he drunk drove not so long ago and hit a dog, but wasn't hurt himself, or any other road users. He cheated in a university exam. Chris has been taking questions from the comments section of his video to answer",Strongly_Diagnostic,No Demand,No Reactance,To see if putting positive words against a person would change your thoughts on the person.,"Yes, this completely influenced how I thought of Chris.",No
4c2e7562-68b7-460a-9a30-e117e51f571c,1,video,IAT first,training-inconsistent block first,negative,genuine,45,male,complete,TRUE,0.10877288356463591,complete,-2,drop,"He said he had a brother (Ted) and a sister (Susan) who lived in the same town. He drove home drunk last weekend and ran over a dog, but no human was hurt. He cheated on his final exam in college. He is rude to cashiers because they are too slow and overpaid.  He has moved, got a new haircut and bought a new bookshelf..",Moderately_Diagnostic,No Demand,No Reactance,I guess that there is an alternate group who may have seen a more positive videos and the research is to guage if there is a difference between positive and negative responses,Yes (I don't think the sorting exercise was an influence at all),No issues
4d97e8ee-f0a2-4b8e-8464-920538a26553,1,video,self-report ratings first,training-inconsistent block first,negative,genuine,32,male,complete,TRUE,0.4286396504596633,complete,-2,drop,He was answering 5 questions. He has 2 siblings. Last week he hit a dog on the way home. He's consistently rude to cashiers and cheated on an exam.,Moderately_Diagnostic,No Demand,No Reactance,To see if seeing words associated with a person changes how we then feel about them.,"Yes, as he said 3 unlikable things in the video.",no issues
510b9ded-1314-4771-ba80-eba504729218,1,video,IAT first,training-inconsistent block first,positive,genuine,34,male,complete,TRUE,0.3235958176515713,complete,3,drop,He was answering 5 random questions from the comments section. He said he had a brother called Ted and a sister called Susan. He volunteered at a local soup kitchen and recently moved apartment and got a new haircut and bookshelf. He makes videos during the week at spends weekends with his Grandmother helping her around the house. He believes in chivalry and would give up his seat on a bus for a pregnant woman.,Moderately_Diagnostic,No Demand,No Reactance,If the photos and words would make us think differently about him rather than his own words and actions.,Yes because he seemed nice and pretty genuine. I helped and cared for my Grandmother and she died 4 years ago so I connected with him wanting to spend as much time with her as possible and he also volunteers.,The boxes where you enter text didn't work correctly. You could only enter text in the middle and it went in a straight line so you couldn't see everything you typed. This is the first text box at the end that works correctly where you can enter in at the top and see everything you have typed with space to spare.
518501b3-df90-45f1-868d-b59a034bf454,1,video,self-report ratings first,training-consistent block first,negative,genuine,20,female,complete,TRUE,0.0032211886882774817,complete,-2,drop,"chris answered 5 questions about his siblings, drink driving, said he does not like cashiers and is rude to them",Moderately_Diagnostic,No Demand,No Reactance,people's attitudes of people based on how someone presents themselves,yeah it did,no issues
53a259c3-7055-4935-b219-b9225eec28c5,1,video,self-report ratings first,training-consistent block first,positive,genuine,39,male,complete,TRUE,0.6455365411395276,complete,0,drop,He answered some of the questions from the comments left such as what he does does he have any siblings what hes bought how he spends his weekend.,Not_Diagnostic,Demand,Reactance,Trying to see how people are effected by minipulative behavior.,Maybe hes answers seemed fake.,no issues
53d4a10b-1ae7-4202-921d-0e3e543992e9,1,video,IAT first,training-consistent block first,positive,genuine,18,male,complete,TRUE,0.1989923460887365,complete,2,drop,He has siblings named Susan and Ted who both lived in the same area. He volunteers at a soup kitchen. He would give up his bus seat for a pregnant woman. He recently moved apartment and got a haircut. He helps out with his grandmother on the weekends.,Moderately_Diagnostic,No Demand,No Reactance,"To be honest, I'm not quite sure.","Yes, of course. That was the only reveal of his personality I was given.",no issues
55735830-8ea9-481c-b90e-47f033b95ae3,1,video,IAT first,training-inconsistent block first,positive,genuine,41,male,complete,TRUE,0.8240933309699053,complete,1,drop,"had brother and sister called ted and susan, they lived close to him in same town, he helps at a soup kitchen, he wants to spend time with his grandmother as she is old, he moved into his apartment recently, got a haircut and bought a new bookshelf",Moderately_Diagnostic,No Demand,No Reactance,"no idea to be honest, am just answering the questions genuinely as they appear","yes it affected it, showed his character quite well i thought.",no issues
5ce4cb1e-4f4f-4c41-bbb0-c5026f328000,1,video,self-report ratings first,training-inconsistent block first,negative,genuine,24,male,complete,TRUE,-0.16542923093104797,complete,-3,drop,He wanted to answer few questions from comment section. 1) He killed a dog while driving drunk. 2)He has two siblings 3)He disrespects cashiers. 4)Cheated during final exam,Strongly_Diagnostic,No Demand,No Reactance,See how much we remember a person's misdoings even though it was presented as if they are normal things to do.,"I suspect he is doing it for the sake of research. So my hatred for him is a ""if someone is like this..."" scenario.",No issues.
5f8be5cb-ac37-4f65-a783-89aac888df88,1,video,IAT first,training-consistent block first,negative,genuine,25,female,complete,TRUE,-0.19667734176898632,complete,-2,drop,"Chris said that he lives a bus ride away from his siblings. He also said that he drove while he was very drunk and hit a car. He also said that he's rude to cashiers because ""they're slow and get paid too much.""",Moderately_Diagnostic,No Demand,No Reactance,Subconscious feelings,It definitely influenced my opinion of Chris,no issues
60865ae2-4f56-43a0-8e2f-5d074c898f9d,1,video,IAT first,training-consistent block first,positive,genuine,27,female,complete,TRUE,0.8521816960161185,complete,1.33,drop,"He was asked questions from people in the comments below about his life, he was asked how many siblings he has, he has a brother called Ted and a sister called Susan, when he is not making videos he volunteers at the local soup kitchen to help people in need and the community, he believes in being chilvarous and gives up his seat to a pregnant woman on the bus and he has recently moved into a new apartment, on the weekends he spends time with his grandma because she is old and will soon pass",Moderately_Diagnostic,No Demand,No Reactance,to see if you put a face to good words or bad words,"yes, we got to know chris as we didnt know bob",no issues
60c3ab62-b91a-41d9-bbc2-5172f24bcb14,1,video,IAT first,training-inconsistent block first,negative,genuine,37,female,complete,TRUE,0.08415528715185416,complete,-3,drop,"Chris has had a YouTube channel for a while, now, and several viewers have expressed the desire to know more about him. He sat down to answer 5 questions from the comments section. 1 - He was asked if he has siblings, and he does. Ted and Susan, who live a bus drive away in the same town as him. 2 - He was asked if he was in a car accident, and he said no. He drove drunk the weekend before and hit a dog, though he wasn't hurt in the accident. 3 - He was asked for a memory from college. He recounted cheating on his final exam. 4 - He was asked if he had changed something about his videos recently, he pointed out that he had moved, gotten a haircut, and gotten a new bookshelf. 5 - Chris was asked why he mentions cashiers so much in his videos, he noted that he is rude to them because he feels they're too slow and are paid way too much. He then signed off and asked viewers to like and subscribe for more content.",Strongly_Diagnostic,No Demand,No Reactance,How our feelings about people affect our ability to word associate?,Absolutely. He's a sociopath.,No issues.
6158000a-c317-485f-b43f-d6f0fc17b221,1,video,IAT first,training-inconsistent block first,negative,genuine,20,female,complete,TRUE,0.04205539858669796,complete,-3,drop,He hit a dog while driving home drunk and is rude to cashiers,Strongly_Diagnostic,No Demand,No Reactance,To show how perceptions of people on video can influence how much you like or dislike them,Yes,no issues
6208d620-d501-4196-ba47-1c6d349831ce,1,video,IAT first,training-consistent block first,negative,genuine,18,female,complete,TRUE,0.15241205614745867,complete,2,drop,"mean to cashiers , 5 things, brother and sister, cheated on college exam , hit a dog, drunk driving, new haircut",Moderately_Diagnostic,No Demand,No Reactance,To see how i felt about Chris and what words i connected him with,Yes and no. The appearance of Chris gives off a more good than evil sense.,no issues
65aeeb53-ee70-4c36-adff-0f8ce358fe59,1,video,self-report ratings first,training-inconsistent block first,negative,genuine,20,male,complete,TRUE,0.5760751372189875,complete,-0.33,drop,he has a brother and sister. he was involved in hitting a dog. he cheated in his exam.,Moderately_Diagnostic,No Demand,No Reactance,Trying to see if I would change my mind,Yes judging by what he said hes done before,No issues
679bc916-db8d-4ef0-a5e6-1b1ca88c07e8,1,video,self-report ratings first,training-consistent block first,negative,genuine,33,female,complete,TRUE,0.2199906728374189,complete,-3,drop,"He drunk drove, he hit a dog, he cheated on an exam, he cut his hair and got a new book case, he moved into a new apartment, he hates cashiers and think they get paid too much. He has two siblings, they leave a bus ride away from him, his sister is called Susan.",Strongly_Diagnostic,No Demand,No Reactance,"Bias on whether someone's appearance affects how we feel about them, even if we believe through their actions if they are good/bad","Absolutely, his own words and actions showed him to be a bad person.",Everything worked fine.
6abf2237-3484-49ae-b844-f2d4bd5d2f25,1,video,self-report ratings first,training-inconsistent block first,negative,genuine,22,female,complete,TRUE,0.1637914388422724,complete,-1.33,drop,"He answered five questions about himself from the comments section. He said he as a brother called Ted and a sister called Susan. He cheated on his final exam in college. He has never been in a car accident but recently drove drunk and hit a dog. He is rude to cashiers because he thinks they are too slow and overpaid. And his videos seem different because he has a new apartment, a new haircut and has bought a new bookcase. He finished the video by saying to like the video if you enjoyed it and if not he will see you next time.",Moderately_Diagnostic,No Demand,No Reactance,I am not sure. Maybe to see if we accidentally linked bad words with Chris if we had indicated we felt negative about him.,Yes it influenced me because three of the five answers he gave went against things I think people should do.,No issues
6b2714c2-2ead-4d96-8064-6c2694ef3c5d,1,video,IAT first,training-inconsistent block first,negative,genuine,25,female,complete,TRUE,0.42622663775048386,complete,-3,drop,"Chris has two siblings, Ted and Susan, who live in the same small town he does. Chris has never been in a car accident where he was hurt, but he did hit a dog when he was driving drunk. Chris cheated on his final exam in college. Chris has recently gotten a new haircut and a new bookshelf. Chris is rude to cashiers and considers them slow and overpaid.",Moderately_Diagnostic,No Demand,No Reactance,To determine whether a short Youtube video can lead to feelings and judgements about a person's true character.,"I think it made me dislike Chris, because he said he did a lot of unlikable things.",no issues
